Set_ID,Set_Name,Set_Type,Collectible_1,Collectible_2,Collectible_3,Collectible_4,Unlock_Order,Requirement_Type,Required_Value,Unlock_Requirement,Reward,Reward_Tags,Data_Status,Member_Data_Status,Source_URL
SET040,Interdimension Movement,4 Reds,Nano-Mimetic Mask,Dice of Destiny,Dimension Foil,Mental Sync Helm,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/interdimension-movement
SET040,Interdimension Movement,4 Reds,Nano-Mimetic Mask,Dice of Destiny,Dimension Foil,Mental Sync Helm,2,Total Stars,8,Get 8 Stars,"Final ATK +600, Final HP +2400",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/interdimension-movement
SET040,Interdimension Movement,4 Reds,Nano-Mimetic Mask,Dice of Destiny,Dimension Foil,Mental Sync Helm,3,Total Stars,16,Get 16 Stars,"Final ATK +900, Final HP +3600",ATK% | HP% | Final ATK | Final HP,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/interdimension-movement
SET040,Interdimension Movement,4 Reds,Nano-Mimetic Mask,Dice of Destiny,Dimension Foil,Mental Sync Helm,4,Total Stars,25,Get 25 Stars,Set-specific reward not present in the local calculator snapshot,,Members and damage milestones from current sIO Tools model; universal stat milestones reconstructed from GarryTools special-set pages,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/interdimension-movement
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET041,Merfolk Disguise Attempt,1 Red,Nano-Mimetic Mask,Hydraulic Flipper,Comms Conch,,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/merfolk-disguise-attempt
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET042,Pseudorandom Destiny,Mixed / Unknown,,,,,8,Total Stars,24,Get 24 Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/pseudorandom-destiny
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,3,Total Gold Stars,19,Get 19 total Gold Stars,ATK +4%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,5,Total Red Stars,19,Get 19 total Red Stars,ATK +6%,ATK%,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,6,Total Stars,8,Get 8 Stars,"Final ATK +200, Final HP +800",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,7,Total Stars,16,Get 16 Stars,"Final ATK +300, Final HP +1200",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET043,Drones are Safest,1 Red,Mental Sync Helm,Hydraulic Flipper,Comms Conch,,8,Total Stars,24,Get 24 Stars,"Final ATK +500, Final HP +2000",ATK% | HP% | Final ATK | Final HP,Members/effect direction from current sIO Tools model; full four-item milestones normalized to GarryTools one-red template,Current sIO Tools model; some one-red sets omit the fourth lower-rarity collectible,https://garrytools.com/guide/collectionsets/drones-are-safest
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,1,Get Collectibles,4,Get 4 Collectibles,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,2,Each Gold Stars,3,Each Collectible gets 3 Gold Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,3,Total Gold Stars,18,Get 18 total Gold Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,4,Each Red Stars,3,Each Collectible gets 3 Red Stars,"Final ATK +150, Final HP +600",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,5,Total Red Stars,18,Get 18 total Red Stars,"Final ATK +250, Final HP +1000",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,6,Total Stars,8,Get 8 Stars,"Final ATK +50, Final HP +200",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
SET044,Seeking the Door of Dimensions,Mixed / Unknown,,,,,7,Total Stars,16,Get 16 Stars,"Final ATK +100, Final HP +400",ATK% | HP% | Final ATK | Final HP,Standard GarryTools two-yellow/mixed template reconstructed; verify exact 15-vs-18 threshold on the linked page,Member list not captured in the current local model,https://garrytools.com/guide/collectionsets/seeking-the-door-of-dimensions
